NAME,DISTRICT,OFFICE,CYCLECAND,CURCAND,PARTY,INCUMBENCY,Netreceipts,NetDisbments,Inidv,ECOH,CandContrib,CandLoan,CandLoanRepay,DebtOwed,EndDate,,#REF!
"Riker, Brandon",CA 041,US HOUSE,Y,1,D,Not an Incumbent,"1,520,650.46","459,729.46","713,049.00","1,060,921.00",94125,716383,0,716383,12/31/2025,,
"Riker, Brandon",CA 048,US HOUSE,Y,1,D,Not an Incumbent,"1,520,650.46","459,729.46","713,049.00","1,060,921.00",94125,716383,0,716383,12/31/2025,,
"Jayapal, Pramila",WA 007,US HOUSE,Y,1,D,Incumbent,"1,513,130.08","1,545,952.08","1,275,055.00","1,979,902.00",0,0,0,0,12/31/2025,,
"Gonzalez, Vicente",TX 034,US HOUSE,Y,1,D,Incumbent,"1,513,030.00","507,508.00","860,979.00","1,287,581.00",0,0,250000,0,12/31/2025,,
"Murphy, Greg",NC 003,US HOUSE,Y,1,R,Incumbent,"1,500,360.90","652,279.90","628,185.00","2,431,543.00",0,0,0,0,12/31/2025,,
"Kustoff, David",TN 008,US HOUSE,Y,1,R,Incumbent,"1,497,800.48","789,769.48","796,157.00","2,767,492.00",0,0,60000,176500,12/31/2025,,
"Flood, Mike",NE 001,US HOUSE,Y,1,R,Incumbent,"1,491,367.00","509,558.00","788,560.00","1,202,590.00",0,0,65000,6045,12/31/2025,,
"Davidson, Beth",NY 017,US HOUSE,Y,1,D,Not an Incumbent,"1,487,737.04","750,203.04","1,483,279.00","737,534.00",0,0,0,0,12/31/2025,,
"Larson, John",CT 001,US HOUSE,Y,1,D,Incumbent,"1,482,263.45","774,323.45","714,437.00","956,669.00",0,0,0,11992,12/31/2025,,
"Chalifoux Jr., Thomas",FL 009,US HOUSE,Y,1,R,Not an Incumbent,"1,460,082.00","26,884.00",275,"1,999,027.00",0,2000000,557769,3964243,12/31/2025,,
"Kennedy, Timothy",NY 026,US HOUSE,Y,1,D,Incumbent,"1,457,614.12","776,154.12","1,088,878.00","1,020,524.00",0,0,0,0,12/31/2025,,
"Gill, Brandon",TX 026,US HOUSE,Y,1,R,Incumbent,"1,454,721.52","1,046,063.52","1,452,559.00","536,481.00",0,0,505000,29900,12/31/2025,,
"Sorensen, Eric",IL 017,US HOUSE,Y,1,D,Incumbent,"1,452,317.80","640,273.80","881,410.00","924,837.00",0,0,0,0,12/31/2025,,
"Schwartzel, Jim",FL 019,US HOUSE,Y,1,R,Not an Incumbent,"1,450,578.00","171,213.00","441,107.00","1,279,364.00",0,1000000,0,1000000,12/31/2025,,
"Graves Jr, Sam",MO 006,US HOUSE,Y,1,R,Incumbent,"1,448,379.00","709,553.00","327,452.00","3,152,813.00",0,0,0,56784,12/31/2025,,
"Scholten, Hillary",MI 003,US HOUSE,Y,1,D,Incumbent,"1,447,923.86","697,604.86","1,012,727.00","1,100,033.00",0,0,0,0,12/31/2025,,
"Langworthy, Nick",NY 023,US HOUSE,Y,1,R,Incumbent,"1,437,210.60","593,407.60","618,194.00","1,937,610.00",0,0,0,0,12/31/2025,,
"Issa, Darrell",CA 048,US HOUSE,Y,1,R,Incumbent,"1,431,703.39","431,495.39","512,928.00","2,644,824.00",0,0,56705,5024682,12/31/2025,,
"Casten, Sean",IL 006,US HOUSE,Y,1,D,Incumbent,"1,419,334.39","783,078.39","950,515.00","1,330,398.00",0,0,0,455694,12/31/2025,,
"Mrvan, Frank Jr",IN 001,US HOUSE,Y,1,D,Incumbent,"1,419,148.00","599,322.00","748,498.00","908,285.00",0,0,0,0,12/31/2025,,
"Sherman, Brad",CA 032,US HOUSE,Y,1,D,Incumbent,"1,415,481.00","564,536.00","681,103.00","4,772,889.00",0,0,0,4785,12/31/2025,,
"Neal, Richard E",MA 001,US HOUSE,Y,1,D,Incumbent,"1,409,024.26","1,255,421.26","279,415.00","4,041,473.00",0,0,0,0,12/31/2025,,
"Ruiz, Raul",CA 025,US HOUSE,Y,1,D,Incumbent,"1,397,552.24","713,476.24","753,706.00","2,386,815.00",0,0,0,0,12/31/2025,,
"Ojeda, Richard",NC 009,US HOUSE,Y,1,D,Not an Incumbent,"1,395,188.00","1,294,349.00","1,409,648.00","100,839.00",0,0,0,0,12/31/2025,,
"Crank, Jeffrey G",CO 005,US HOUSE,Y,1,R,Incumbent,"1,385,524.21","483,797.21","662,671.00","968,280.00",0,0,0,0,12/31/2025,,
"Trone Garriott, Sarah",IA 003,US HOUSE,Y,1,D,Not an Incumbent,"1,384,159.67","537,234.67","1,315,463.00","846,924.00",120,0,0,0,12/31/2025,,
"Lasher, Micah",NY 012,US HOUSE,Y,1,D,Not an Incumbent,"1,372,260.00","196,955.00","1,371,760.00","1,175,304.00",0,0,0,0,12/31/2025,,
"Mciver, Lamonica",NJ 010,US HOUSE,Y,1,D,Incumbent,"1,367,553.27","874,432.27","1,014,094.00","656,332.00",0,0,0,0,12/31/2025,,
"Desmond, Jim",CA 049,US HOUSE,Y,1,R,Not an Incumbent,"1,365,052.00","413,070.00","1,354,918.00","951,981.00",0,0,0,3290,12/31/2025,,
"Frankel, Lois",FL 022,US HOUSE,Y,1,D,Incumbent,"1,352,272.94","444,845.94","1,053,204.00","1,194,748.00",0,0,0,0,12/31/2025,,
"Foster, Bill",IL 011,US HOUSE,Y,1,D,Incumbent,"1,352,180.40","707,960.40","731,605.00","2,194,784.00",0,0,0,1017994,12/31/2025,,
"Miller, Max",OH 007,US HOUSE,Y,1,R,Incumbent,"1,340,132.33","489,287.33","516,620.00","1,025,374.00",0,0,0,1000000,12/31/2025,,
"Jack, Brian",GA 003,US HOUSE,Y,1,R,Incumbent,"1,338,401.00","762,208.00","653,542.00","816,369.00",0,0,0,7515,12/31/2025,,
"Rogers, Mike D",AL 003,US HOUSE,Y,1,R,Incumbent,"1,332,462.00","865,427.00","828,150.00","2,389,370.00",0,0,0,0,12/31/2025,,
"Lee, Laurel",FL 015,US HOUSE,Y,1,R,Incumbent,"1,320,065.00","439,340.00","286,289.00","1,315,495.00",0,0,0,0,12/31/2025,,
"Delaney, April",MD 006,US HOUSE,Y,1,D,Incumbent,"1,319,393.05","509,165.05","381,152.00","823,107.00",0,700000,0,4573000,12/31/2025,,
"Fleischmann, Chuck",TN 003,US HOUSE,Y,1,R,Incumbent,"1,310,247.00","418,821.00","804,750.00","4,148,477.00",0,0,0,0,12/31/2025,,
"Pallone Jr, Frank",NJ 006,US HOUSE,Y,1,D,Incumbent,"1,301,335.71","1,247,526.71","409,748.00","3,125,718.00",0,0,0,0,12/31/2025,,
"Stanton, Greg",AZ 004,US HOUSE,Y,1,D,Incumbent,"1,294,923.41","670,419.41","930,067.00","1,640,234.00",0,0,0,0,12/31/2025,,
"Bean, Melissa",IL 008,US HOUSE,Y,1,D,Not an Incumbent,"1,292,503.77","283,481.77","912,704.00","1,009,022.00",24000,299000,0,299000,12/31/2025,,
"Miller, Donna",IL 002,US HOUSE,Y,1,D,Not an Incumbent,"1,291,098.00","312,842.00","1,262,368.00","978,255.00",0,0,0,0,12/31/2025,,
"Shaheen, Stefany",NH 001,US HOUSE,Y,1,D,Not an Incumbent,"1,288,008.94","438,317.94","1,235,143.00","849,690.00",7000,0,0,0,12/31/2025,,
"Joyce, John",PA 013,US HOUSE,Y,1,R,Incumbent,"1,278,995.00","573,342.00","284,136.00","3,305,791.00",0,0,302141,0,12/31/2025,,
"Lofgren, Zoe",CA 018,US HOUSE,Y,1,D,Incumbent,"1,265,445.97","788,353.97","823,198.00","716,844.00",0,0,0,13611,12/31/2025,,
"Bell, Wesley",MO 001,US HOUSE,Y,1,D,Incumbent,"1,264,430.32","850,513.32","1,019,307.00","847,837.00",0,0,0,0,12/31/2025,,
"Binkley, Ryan",TX 032,US HOUSE,Y,1,R,Not an Incumbent,"1,257,182.00","616,518.00","401,216.00","640,664.00",0,854000,0,854000,12/31/2025,,
"Johnson, Julie",TX 033,US HOUSE,Y,1,D,Incumbent,"1,255,367.82","537,766.82","841,454.00","948,504.00",7000,0,0,0,12/31/2025,,
"Bean, Aaron",FL 004,US HOUSE,Y,1,R,Incumbent,"1,246,960.40","633,005.40","476,035.00","1,088,676.00",0,0,0,7323,12/31/2025,,
"Gallrein, Ed",KY 004,US HOUSE,Y,1,R,Not an Incumbent,"1,235,489.00","302,223.00","1,227,989.00","933,265.00",0,0,0,0,12/31/2025,,
"Nez, Jonathan",AZ 002,US HOUSE,Y,1,D,Not an Incumbent,"1,230,643.49","646,670.49","1,148,513.00","649,276.00",0,0,0,0,12/31/2025,,
"Lepage, Paul",ME 002,US HOUSE,Y,1,R,Not an Incumbent,"1,224,085.00","373,063.00","1,126,514.00","851,022.00",0,0,0,0,12/31/2025,,
"Thompson, Glenn",PA 015,US HOUSE,Y,1,R,Incumbent,"1,221,108.55","1,145,762.55","511,401.00","867,140.00",0,0,0,0,12/31/2025,,
"Mccown Dr, Sam",SC 001,US HOUSE,Y,1,R,Not an Incumbent,"1,221,043.00","132,027.00","217,943.00","1,089,016.00",0,999100,0,999100,12/31/2025,,
"Moskowitz, Jared",FL 023,US HOUSE,Y,1,D,Incumbent,"1,220,497.00","561,553.00","1,002,388.00","1,008,231.00",0,0,60000,55700,12/31/2025,,
"Harris, Andy",MD 001,US HOUSE,Y,1,R,Incumbent,"1,213,344.59","619,913.59","967,775.00","1,348,366.00",0,0,0,0,12/31/2025,,
"Downing, Troy",MT 002,US HOUSE,Y,1,R,Incumbent,"1,212,523.45","887,815.45","669,484.00","436,239.00",0,0,0,2017358,12/31/2025,,
"Andrew, Philip",IL 009,US HOUSE,Y,1,D,Not an Incumbent,"1,209,946.66","248,532.66","800,978.00","961,413.00",9518,400000,0,400000,12/31/2025,,
"Garcia, Robert",CA 042,US HOUSE,Y,1,D,Incumbent,"1,203,511.57","664,835.57","849,779.00","951,104.00",0,0,0,5000,12/31/2025,,
"Bird, Shannon",CO 008,US HOUSE,Y,1,D,Not an Incumbent,"1,202,498.83","439,422.83","1,154,975.00","763,076.00",0,0,0,0,12/31/2025,,
"Walberg, Tim",MI 005,US HOUSE,Y,1,R,Incumbent,"1,201,183.00","1,071,838.00","602,471.00","1,038,796.00",0,0,0,0,12/31/2025,,
"Khot, Neil",IL 008,US HOUSE,Y,1,D,Not an Incumbent,"1,199,302.16","625,989.16","432,539.00","573,312.00",4600,765111,0,836686,12/31/2025,,
"Bareebe, Quincy",MD 005,US HOUSE,Y,1,D,Not an Incumbent,"1,196,443.00","506,064.00","102,424.00","690,597.00",0,1094000,0,1303665,12/31/2025,,
"Molder, Chaz",TN 005,US HOUSE,Y,1,D,Not an Incumbent,"1,196,180.24","218,202.24","1,193,835.00","977,977.00",0,0,0,13452,12/31/2025,,
"Garrett, Johnny",TN 006,US HOUSE,Y,1,R,Not an Incumbent,"1,190,471.00","143,616.00","566,130.00","1,046,855.00",2291,600000,0,600000,12/31/2025,,
"Ahmed, Junaid",IL 008,US HOUSE,Y,1,D,Not an Incumbent,"1,180,427.00","344,812.00","1,176,757.00","835,615.00",0,0,0,24549,12/31/2025,,
"Diaz-Balart, Mario",FL 026,US HOUSE,Y,1,R,Incumbent,"1,172,431.15","908,921.15","701,838.00","2,082,830.00",0,0,0,0,12/31/2025,,
"Van Drew, Jeff",NJ 002,US HOUSE,Y,1,R,Incumbent,"1,171,392.62","750,891.62","1,008,022.00","1,182,931.00",0,0,0,5000,12/31/2025,,
"Sewell, Terri",AL 007,US HOUSE,Y,1,D,Incumbent,"1,168,680.32","923,638.32","157,996.00","3,715,602.00",0,0,0,0,12/31/2025,,
"Mcgarvey, Morgan",KY 003,US HOUSE,Y,1,D,Incumbent,"1,167,437.70","621,564.70","707,326.00","1,809,290.00",0,0,0,0,12/31/2025,,
"Dandiya, Pia",FL 021,US HOUSE,Y,1,D,Not an Incumbent,"1,163,482.00","234,651.00","1,011,970.00","928,830.00",0,147000,0,147000,12/31/2025,,
"Flores, Mayra",TX 028,US HOUSE,Y,1,R,Not an Incumbent,"1,160,512.42","995,903.42","1,085,289.00","167,437.00",0,0,0,0,12/31/2025,,
"Flores, Mayra",TX 034,US HOUSE,Y,1,R,Not an Incumbent,"1,160,512.42","995,903.42","1,085,289.00","167,437.00",0,0,0,0,12/31/2025,,
"Womack, Steve",AR 003,US HOUSE,Y,1,R,Incumbent,"1,157,620.00","665,254.00","563,189.00","2,208,260.00",0,0,0,0,12/31/2025,,
"Fong, Vince",CA 020,US HOUSE,Y,1,R,Incumbent,"1,156,891.00","899,207.00","535,563.00","296,915.00",0,0,0,23669,12/31/2025,,
"Beyer Jr, Don",VA 008,US HOUSE,Y,1,D,Incumbent,"1,156,869.36","1,129,100.36","847,677.00","584,831.00",0,0,0,0,12/31/2025,,
"Carbajal, Salud",CA 024,US HOUSE,Y,1,D,Incumbent,"1,151,579.46","537,210.46","839,066.00","3,258,238.00",0,0,0,5017,12/31/2025,,
"Malinowski, Tom",NJ 011,US HOUSE,Y,1,D,Not an Incumbent,"1,150,000.70","745,802.70","1,121,602.00","404,197.00",0,0,0,0,1/16/2026,,
"Cognetti, Paige",PA 008,US HOUSE,Y,1,D,Not an Incumbent,"1,145,817.00","339,138.00","978,558.00","806,678.00",0,0,0,0,12/31/2025,,
"Lieu, Ted",CA 036,US HOUSE,Y,1,D,Incumbent,"1,145,020.99","755,730.99","655,551.00","1,064,297.00",0,0,0,133527,12/31/2025,,
"Meuser, Dan",PA 009,US HOUSE,Y,1,R,Incumbent,"1,141,898.38","1,112,255.38","597,565.00","63,289.00",0,0,0,250000,12/31/2025,,
"Larsen, Rick",WA 002,US HOUSE,Y,1,D,Incumbent,"1,139,557.99","827,087.99","463,072.00","559,906.00",0,0,0,0,12/31/2025,,
"Ramirez, Delia",IL 003,US HOUSE,Y,1,D,Incumbent,"1,136,852.45","537,434.45","823,755.00","1,066,988.00",0,0,0,0,12/31/2025,,
"Pardee, Alan",NY 012,US HOUSE,Y,1,D,Not an Incumbent,"1,135,850.87","146,991.87","442,889.00","988,859.00",250000,450000,0,450000,12/31/2025,,
"Moore, Tim",NC 014,US HOUSE,Y,1,R,Incumbent,"1,134,159.29","507,733.29","876,945.00","1,549,992.00",0,0,0,0,12/31/2025,,
"Beccia, John",MA 006,US HOUSE,Y,1,D,Not an Incumbent,"1,132,417.00","119,631.00","328,936.00","1,012,785.00",0,798734,0,858160,12/31/2025,,
"Foxx, Virginia",NC 005,US HOUSE,Y,1,R,Incumbent,"1,132,149.36","724,029.36","767,955.00","3,319,388.00",0,0,0,0,12/31/2025,,
"Smith, Adrian",NE 003,US HOUSE,Y,1,R,Incumbent,"1,131,446.53","718,921.53","313,307.00","1,340,757.00",0,0,0,0,12/31/2025,,
"Crosswell, Ryan",PA 007,US HOUSE,Y,1,D,Not an Incumbent,"1,131,097.85","518,848.85","1,085,616.00","612,249.00",0,0,0,0,12/31/2025,,
"Bice, Stephanie",OK 005,US HOUSE,Y,1,R,Incumbent,"1,129,453.53","475,149.53","236,725.00","1,740,253.00",0,0,0,0,12/31/2025,,
"Estes, Ron",KS 004,US HOUSE,Y,1,R,Incumbent,"1,128,439.39","697,216.39","171,445.00","1,629,499.00",0,0,0,0,12/31/2025,,
"Luria, Elaine",VA 002,US HOUSE,Y,1,D,Not an Incumbent,"1,126,427.00","116,159.00","1,026,517.00","1,010,268.00",7212,0,0,0,12/31/2025,,
"Cammack, Kat",FL 003,US HOUSE,Y,1,R,Incumbent,"1,124,362.09","1,054,698.09","480,439.00","625,215.00",0,0,0,0,12/31/2025,,
"Morelle, Joseph",NY 025,US HOUSE,Y,1,D,Incumbent,"1,121,186.03","871,080.03","388,313.00","630,309.00",0,0,0,0,12/31/2025,,
"Chung, Eric",MI 010,US HOUSE,Y,1,D,Not an Incumbent,"1,120,845.97","404,906.97","1,081,387.00","715,939.00",7000,0,0,0,12/31/2025,,
"Lee, Summer",PA 012,US HOUSE,Y,1,D,Incumbent,"1,118,833.48","340,277.48","899,295.00","1,790,134.00",0,0,0,0,12/31/2025,,
"Cuellar, Henry",TX 028,US HOUSE,Y,1,D,Incumbent,"1,117,240.89","673,601.89","542,594.00","491,597.00",9000,238000,0,238000,12/31/2025,,
"Ross, Deborah",NC 002,US HOUSE,Y,1,D,Incumbent,"1,116,137.62","663,800.62","704,766.00","1,189,848.00",0,0,0,5078,12/31/2025,,
"Pettersen, Brittany",CO 007,US HOUSE,Y,1,D,Incumbent,"1,114,950.44","831,859.44","514,682.00","844,023.00",0,0,0,0,12/31/2025,,
"Galan-Woods, Marlene",AZ 001,US HOUSE,Y,1,D,Not an Incumbent,"1,114,641.36","557,518.36","1,035,734.00","557,123.00",4408,0,0,0,12/31/2025,,
"Schlossberg, John",NY 012,US HOUSE,Y,1,D,Not an Incumbent,"1,114,106.00","508,159.00","1,109,088.00","605,946.00",0,0,0,0,12/31/2025,,
"Stauber, Pete",MN 008,US HOUSE,Y,1,R,Incumbent,"1,111,020.98","708,039.98","558,518.00","931,475.00",0,0,0,0,12/31/2025,,
"Comer, James",KY 001,US HOUSE,Y,1,R,Incumbent,"1,108,089.24","931,631.24","836,889.00","3,385,680.00",0,0,0,0,12/31/2025,,
"Espaillat, Adriano",NY 013,US HOUSE,Y,1,D,Incumbent,"1,104,952.70","387,108.70","826,335.00","1,114,268.00",0,0,0,0,12/31/2025,,
"Houlahan, Chrissy",PA 006,US HOUSE,Y,1,D,Incumbent,"1,083,025.79","636,270.79","761,251.00","3,852,368.00",0,0,0,0,12/31/2025,,
"Miller, Carol",WV 001,US HOUSE,Y,1,R,Incumbent,"1,079,770.03","436,180.03","308,882.00","883,131.00",0,0,0,417992,12/31/2025,,
"Rouzer, David",NC 007,US HOUSE,Y,1,R,Incumbent,"1,074,436.35","642,410.35","429,269.00","1,867,551.00",0,0,0,0,12/31/2025,,
"Houchin, Erin",IN 009,US HOUSE,Y,1,R,Incumbent,"1,073,213.02","670,915.02","221,960.00","1,144,341.00",740,0,0,0,12/31/2025,,
"Nagy, Aury",NV 003,US HOUSE,Y,1,R,Not an Incumbent,"1,066,816.00","142,857.00","46,516.00","923,958.00",0,1020000,0,1020000,12/31/2025,,
"Ansari, Yassamin",AZ 003,US HOUSE,Y,1,D,Incumbent,"1,058,615.06","507,294.06","823,405.00","561,732.00",35704,30000,2500,70000,12/31/2025,,
"Moran, Nathaniel",TX 001,US HOUSE,Y,1,R,Incumbent,"1,053,500.57","746,351.57","402,583.00","688,095.00",0,0,0,0,12/31/2025,,
"Levine, Jake",CA 032,US HOUSE,Y,1,D,Not an Incumbent,"1,051,467.00","306,573.00","1,044,863.00","744,894.00",13568,0,0,0,12/31/2025,,
"Feely, Thomas",AZ 001,US HOUSE,Y,1,R,Not an Incumbent,"1,051,263.00","365,608.00","675,188.00","685,655.00",0,330000,0,332719,12/31/2025,,
"Feely, Thomas",AZ 005,US HOUSE,Y,1,R,Not an Incumbent,"1,051,263.00","365,608.00","675,188.00","685,655.00",0,330000,0,332719,12/31/2025,,
"Haridopolos, Mike",FL 008,US HOUSE,Y,1,R,Incumbent,"1,047,312.27","519,317.27","624,768.00","786,157.00",0,0,0,10000,12/31/2025,,
"Gober, Chris",TX 010,US HOUSE,Y,1,R,Not an Incumbent,"1,046,239.00","92,412.00","492,655.00","953,826.00",24821,500000,0,500000,12/31/2025,,
"Powell, Denise",NE 002,US HOUSE,Y,1,D,Not an Incumbent,"1,044,744.00","419,983.00","979,843.00","624,760.00",7000,0,0,0,12/31/2025,,
"Moolenaar, John",MI 002,US HOUSE,Y,1,R,Incumbent,"1,041,325.00","630,146.00","641,187.00","1,693,123.00",0,0,0,25820,12/31/2025,,
"Balderson, Troy",OH 012,US HOUSE,Y,1,R,Incumbent,"1,040,656.00","499,413.00","457,932.00","1,547,668.00",0,0,0,0,12/31/2025,,
"Bonck, Jon",TX 002,US HOUSE,Y,1,R,Not an Incumbent,"1,039,146.00","192,931.00","696,414.00","846,214.00",7231,330000,0,330000,12/31/2025,,
"Bonck, Jon",TX 038,US HOUSE,Y,1,R,Not an Incumbent,"1,039,146.00","192,931.00","696,414.00","846,214.00",7231,330000,0,330000,12/31/2025,,
"Shah, Amish",AZ 001,US HOUSE,Y,1,D,Not an Incumbent,"1,038,768.09","486,762.09","701,731.00","643,808.00",3991,185769,0,193421,12/31/2025,,
"Meeks, Gregory",NY 005,US HOUSE,Y,1,D,Incumbent,"1,029,708.00","1,286,100.00","293,123.00","1,972,160.00",0,0,0,0,12/31/2025,,
"Evans, Jonathan",WV 001,US HOUSE,Y,1,R,Not an Incumbent,"1,027,239.67","960,945.67","1,016,403.00","127,224.00",0,0,0,0,12/31/2025,,
"Jackley, Marty",SD 001,US HOUSE,Y,1,R,Not an Incumbent,"1,026,595.69","104,269.69","976,055.00","922,326.00",1000,0,0,0,12/31/2025,,
"Finstad, Brad",MN 001,US HOUSE,Y,1,R,Incumbent,"1,025,199.00","469,861.00","484,284.00","616,747.00",0,0,0,0,12/31/2025,,
"Bottcher, Erik",NY 012,US HOUSE,Y,1,D,Not an Incumbent,"1,020,109.00","337,007.00","1,063,329.00","683,101.00",0,0,0,0,12/31/2025,,
"Shah, Tina",NJ 007,US HOUSE,Y,1,D,Not an Incumbent,"1,019,385.46","372,904.46","983,927.00","646,480.00",0,0,0,0,12/31/2025,,
"Peters, Scott",CA 050,US HOUSE,Y,1,D,Incumbent,"1,016,539.53","686,805.53","194,159.00","2,480,254.00",1181,0,0,170760,12/31/2025,,
"Maasdam, Matthew",MI 007,US HOUSE,Y,1,D,Not an Incumbent,"1,014,495.00","498,890.00","899,636.00","515,605.00",0,0,0,0,12/31/2025,,
"Goldman, Craig",TX 012,US HOUSE,Y,1,R,Incumbent,"1,004,245.78","509,428.78","222,104.00","1,030,713.00",0,0,0,0,12/31/2025,,
"Bergman, John",MI 001,US HOUSE,Y,1,R,Incumbent,"1,002,894.47","554,942.47","285,095.00","558,901.00",0,0,0,0,12/31/2025,,
"Mandel, Charles",TX 034,US HOUSE,Y,1,R,Not an Incumbent,"1,001,717.00","177,631.00","1,582.00","910,557.00",134,1000000,0,1000000,12/31/2025,,
"Lulgjuraj, Robert",MI 010,US HOUSE,Y,1,R,Not an Incumbent,"998,821.00","233,594.00","993,250.00","765,226.00",5670,0,0,0,12/31/2025,,
"Fedorchak, Julie",ND 001,US HOUSE,Y,1,R,Incumbent,"994,453.05","404,778.05","188,537.00","919,002.00",0,0,0,0,12/31/2025,,
"Griffith, Morgan",VA 009,US HOUSE,Y,1,R,Incumbent,"989,514.00","754,561.00","286,328.00","698,841.00",0,0,0,0,12/31/2025,,
"Huynh, Khai-Hoan",IL 009,US HOUSE,Y,1,D,Not an Incumbent,"988,385.00","247,478.00","793,825.00","737,781.00",0,200000,0,203100,12/31/2025,,
"Keenan, Daniel",AZ 005,US HOUSE,Y,1,R,Not an Incumbent,"986,300.00","217,585.00","20,784.00","768,715.00",0,425300,0,925300,12/31/2025,,
"Mealer, Alexandra",TX 009,US HOUSE,Y,1,R,Not an Incumbent,"981,246.00","372,088.00","950,938.00","609,158.00",3599,0,0,0,12/31/2025,,
"Salinas, Andrea",OR 006,US HOUSE,Y,1,D,Incumbent,"975,387.43","530,952.43","566,176.00","505,910.00",7,0,0,0,12/31/2025,,
"Smucker, Lloyd K",PA 011,US HOUSE,Y,1,R,Incumbent,"968,865.73","778,438.73","145,356.00","1,094,518.00",0,0,0,0,12/31/2025,,
"Trahan, Lori",MA 003,US HOUSE,Y,1,D,Incumbent,"962,399.12","702,869.12","516,934.00","1,714,682.00",0,0,0,0,12/31/2025,,
"Fletcher, Lizzie",TX 007,US HOUSE,Y,1,D,Incumbent,"961,116.91","481,550.91","208,248.00","1,796,226.00",0,0,0,0,12/31/2025,,
"Hageman, Harriet",WY 001,US HOUSE,Y,1,R,Incumbent,"960,799.45","1,068,033.45","758,168.00","775,729.00",0,0,0,0,12/31/2025,,
"Amiwala, Bushra",IL 009,US HOUSE,Y,1,D,Not an Incumbent,"957,627.00","456,008.00","949,727.00","501,619.00",6400,0,0,0,12/31/2025,,
"Jacobs, Sara",CA 051,US HOUSE,Y,1,D,Incumbent,"957,398.65","781,176.65","245,447.00","253,594.00",523586,0,0,350000,12/31/2025,,
"Mcadams, Ben",UT 001,US HOUSE,Y,1,D,Not an Incumbent,"952,229.05","202,521.05","893,229.00","764,711.00",0,0,0,0,12/31/2025,,
"Latta, Bob",OH 005,US HOUSE,Y,1,R,Incumbent,"948,120.00","522,489.00","430,374.00","1,022,426.00",0,0,0,0,12/31/2025,,
"Baumgartner, Michael",WA 005,US HOUSE,Y,1,R,Incumbent,"945,294.80","411,048.80","764,797.00","725,810.00",0,0,90100,0,12/31/2025,,
"Williams, Roger",TX 025,US HOUSE,Y,1,R,Incumbent,"939,911.79","595,908.79","40,626.00","915,504.00",0,0,0,0,12/31/2025,,
"Amo, Gabriel",RI 001,US HOUSE,Y,1,D,Incumbent,"934,712.47","404,174.47","565,668.00","1,465,185.00",0,0,0,0,12/31/2025,,
"Soto, Darren",FL 009,US HOUSE,Y,1,D,Incumbent,"930,869.97","310,180.97","262,204.00","634,807.00",0,0,0,0,12/31/2025,,
"Harvie, Robert",PA 001,US HOUSE,Y,1,D,Not an Incumbent,"927,142.00","519,011.00","852,089.00","408,130.00",0,0,0,0,12/31/2025,,
"Salazar, Maria",FL 027,US HOUSE,Y,1,R,Incumbent,"922,053.65","618,778.65","314,074.00","1,714,102.00",2492,0,0,14300,12/31/2025,,
"Meng, Grace",NY 006,US HOUSE,Y,1,D,Incumbent,"915,241.00","860,982.00","619,406.00","1,023,145.00",0,0,0,0,12/31/2025,,
"Alford, Mark",MO 004,US HOUSE,Y,1,R,Incumbent,"910,692.00","404,540.00","510,991.00","723,559.00",0,0,0,0,12/31/2025,,
"Menendez, Rob",NJ 008,US HOUSE,Y,1,D,Incumbent,"906,289.14","473,731.14","505,475.00","709,243.00",0,0,0,0,12/31/2025,,
"Simon, Lateefah",CA 012,US HOUSE,Y,1,D,Incumbent,"901,785.97","595,544.97","715,403.00","591,895.00",0,0,0,0,12/31/2025,,
"Leon, Bruce",IL 009,US HOUSE,Y,1,D,Not an Incumbent,"897,879.00","185,989.00","92,879.00","711,889.00",0,0,0,800000,12/31/2025,,
"Burlison, Eric",MO 007,US HOUSE,Y,1,R,Incumbent,"897,876.00","668,581.00","725,023.00","830,682.00",0,0,0,0,12/31/2025,,
"Hayes, Jahana",CT 005,US HOUSE,Y,1,D,Incumbent,"895,957.05","494,586.05","397,893.00","923,921.00",0,0,0,0,12/31/2025,,
"Mann, Tracey",KS 001,US HOUSE,Y,1,R,Incumbent,"893,155.00","315,175.00","213,842.00","2,331,676.00",0,0,0,0,12/31/2025,,
"Peters, Robert",IL 002,US HOUSE,Y,1,D,Not an Incumbent,"888,291.77","625,055.77","821,484.00","263,236.00",0,0,0,0,12/31/2025,,
"Carter, Troy",LA 002,US HOUSE,Y,1,D,Incumbent,"887,572.00","945,102.00","270,006.00","451,879.00",0,0,0,24914,12/31/2025,,
"Casar, Greg",TX 037,US HOUSE,Y,1,D,Incumbent,"882,336.03","592,515.03","685,028.00","660,659.00",0,0,0,10000,12/31/2025,,
"Steinmann, Jessica",TX 008,US HOUSE,Y,1,R,Not an Incumbent,"879,105.00","198,045.00","536,392.00","681,059.00",0,250000,0,250000,12/31/2025,,
"Fry, Russell",SC 007,US HOUSE,Y,1,R,Incumbent,"878,321.31","685,239.31","490,156.00","754,264.00",0,0,0,0,12/31/2025,,
"Harding, Brinker",NE 002,US HOUSE,Y,1,R,Not an Incumbent,"876,928.00","332,932.00","857,628.00","543,996.00",0,0,0,0,12/31/2025,,
"Marques, Rhett",AL 001,US HOUSE,Y,1,R,Not an Incumbent,"875,878.00","100,657.00","778,910.00","775,221.00",0,0,0,0,12/31/2025,,
